Random Integers: -663523379
Random Integers: -521178138
Random Integers: -719791649
Random Integers: 663685791
Random Integers: 1798674435
Random Doubles: 0.029258713858405394
Random Doubles: 0.8869863656428282
Random Doubles: 0.9951256728289207
Random Doubles: 0.17051855275505734
Random Doubles: 0.11760292680399187
Random Integers: -1668774352
Random Integers: -779194763
Random Integers: -1581997042
Random Integers: 501845391
Random Integers: -466706562
Random Doubles: 0.25975228540359474
Random Doubles: 0.9791585223769328
Random Doubles: 0.9748899599167364
Random Doubles: 0.7108328444429892
Random Doubles: 0.39140124639167506
Random Integers: 762281700
Random Integers: -1083283797
Random Integers: -1916791620
Random Integers: 667731103
Random Integers: 685328885
Random Doubles: 0.49696084856123357
Random Doubles: 0.09826318509466814
Random Doubles: 0.16201657149592774
Random Doubles: 0.04618526061954187
Random Doubles: 0.4416817333189257
