-332764763
-130917619
-722242278
1002110573
1136944198
0.6215946487908853
0.031703453079263255
0.8485938324351165
0.45227499479558564
0.5184605872167215
-908109451
1724448863
526742714
1369645018
-1016359858
0.04845178871864386
0.2950571251401085
0.40948433808132434
0.7073064383571275
0.6018642916451378
Random Integers: 601511302
Random Integers: 801786302
Random Integers: 1892613376
Random Integers: -121764147
Random Integers: 1444902299
Random Doubles: 0.44954552999801545
Random Doubles: 0.6122120358976582
Random Doubles: 0.8569143733953155
Random Doubles: 0.9223674150639573
Random Doubles: 1.7381468860977467E-4
Random Integers: 1174541022
Random Integers: 755572936
Random Integers: -1991553950
Random Integers: 1962596689
Random Integers: -1387844914
Random Doubles: 0.9451211113270389
Random Doubles: 0.5850847630432845
Random Doubles: 0.5451677648425016
Random Doubles: 0.5637213298170423
Random Doubles: 0.6978002676349672
Random Integers: -903966542
Random Integers: 1032064927
Random Integers: 1526792424
Random Integers: -390086197
Random Integers: 413967117
Random Doubles: 0.9456570485248585
Random Doubles: 0.7316404813358032
Random Doubles: 0.4993488759734017
Random Doubles: 0.7607120510194247
Random Doubles: 0.9379309715589093
Random Integers: -720615788
Random Integers: 48483918
Random Integers: -651524409
Random Integers: 1850630088
Random Integers: -113796425
Random Doubles: 0.12800945880063064
Random Doubles: 0.2875817890502994
Random Doubles: 0.3929747594288576
Random Doubles: 0.5529935421632003
Random Doubles: 0.26844831979671724
